text,label,source
Databases shall be protected by username and password authentication.,1,Dataset6000Req.xlsx
The system shall provide guidance to new publishers after signup.,0,Dataset6000Req.xlsx
"User shall be able to maintain and view streaks by exchanging snaps with friends, indicated by a fire emoji and number.",0,Dataset6000Req.xlsx
"The system shall provide tools for capturing leads through forms, landing pages, and chatbots.",0,Dataset6000Req.xlsx
'Only managers are able to perform search queries for reservations by user. 100% of all search queries for reservations by user shall be from logons of only management logons.',1,dataset_raw.csv
In Patient Registration Form shall capture necessary information for registering patients.,0,Dataset6000Req.xlsx
The system shall be able to output the temperature status when the measured temperature (T) is within the acceptable range defined by the lower limit (LO) and upper limit (UO).,0,Dataset6000Req.xlsx
​ The system will be designed in such a way that the algorithms for the four main units will be able to be easily swapped out.,1,Dataset6000Req.xlsx
System shall generate a unique identifier for each registered complaint.,0,Dataset6000Req.xlsx
"System shall validate the user credentials and provide access to the user's profile, allowing them to update their resume, profile, and search for job matches.",0,Dataset6000Req.xlsx
Recycling facility representative shall update facility information and accepted materials to avoid miscommunication.,0,Dataset6000Req.xlsx
The system shall track checksums for content files.,0,Dataset6000Req.xlsx
System shall automatically populate metadata fields from University systems and remember metadata from previous deposits to streamline deposition.,0,Dataset6000Req.xlsx
The system shall notify the user of any schedule changes.,0,Dataset6000Req.xlsx
System shall allow users to link Instances with Containers.,0,Dataset6000Req.xlsx
System shall impose access constraints based on user types.,1,Dataset6000Req.xlsx
User shall be able to close calendar view.,0,Dataset6000Req.xlsx
The system shall enable users to create new pins by manually entering the pin details.,0,Dataset6000Req.xlsx
"The system shall allow users to import Data Packages into various platforms like Node.js, Julia, R, Excel, SPSS, STATA, LibreOffice/OpenOffice, Python, Clojure, C++.",0,Dataset6000Req.xlsx
User shall be able to add transportation routes from the map.,0,Dataset6000Req.xlsx
'The product must be able to interface with various email servers. The product shall be able to send email.',1,dataset_raw.csv
User shall be prompted to verify their email upon registration for added security.,1,Dataset6000Req.xlsx
"Users shall be able to freely add items with details, price, amount, and pictures.",0,Dataset6000Req.xlsx
System shall provide printed statements for user transactions.,0,Dataset6000Req.xlsx
User shall create log book page templates with bespoke metadata fields as a lab administrator.,0,Dataset6000Req.xlsx
The CMIB shall conform to both electrical and physical PC104+ standards,1,Dataset6000Req.xlsx
System shall handle errors effectively to prevent system failures.,1,Dataset6000Req.xlsx
System shall redirect user to the particular company's portal upon selecting 'give up LPG subsidy' option.,0,Dataset6000Req.xlsx
"The system shall allow curators to create, manage, and map collections.",0,Dataset6000Req.xlsx
The look and feel of the system shall conform to the user interface standards of the smart device.,1,Dataset6000Req.xlsx
"System shall ensure reliability by storing user accounts in the database, preventing users from suffering from errors and maintaining consistent data.",1,Dataset6000Req.xlsx
"User shall be alerted if they provide incomplete information regarding the mealtime cycle of the plan, indicating which form fields are incomplete for correction.",0,Dataset6000Req.xlsx
System shall load data from the database.,0,Dataset6000Req.xlsx
"I/O, communications, and processing hardware shall be easily expandable, reconfigureable, augmentable and replaceable to meet increasing data transfer and processing demands imposed by EVLA science, Correlator changes, and availability of new hardware.",1,Dataset6000Req.xlsx
The BE system shall be able to monitor and acknowledge receipt of all data received from the Monitor and Control System (M&C).,0,Dataset6000Req.xlsx
'The system shall be intuitive to the Program Administrators/Nursing Staff Members.',1,dataset_raw.csv
System shall show the TU/e Facebook page on the title screen when the Facebook app is started.,0,Dataset6000Req.xlsx
Video CVs shall be viewable.,0,Dataset6000Req.xlsx
'The product shall interface with the Choice Parts System. This provides the feed of recycled parts data.',1,dataset_raw.csv
The system may support a touch-screen-enabled tablet or monitor for a more intuitive and natural drawing experience.,1,Dataset6000Req.xlsx
'The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.',1,dataset_raw.csv
The system shall allow repository managers to define and describe object components.,0,Dataset6000Req.xlsx
User shall anticipate API responses in less than 2.5 seconds to maintain seamless application functionality.,1,Dataset6000Req.xlsx
User shall search for videos by entering keywords.,0,Dataset6000Req.xlsx
A display shall not require a user to log in.,1,Dataset6000Req.xlsx
The system shall allow users to add type information to their data.,0,Dataset6000Req.xlsx
The system shall allow adding new items to the estimation list during a session.,0,Dataset6000Req.xlsx
A user shall be able to create an account using their email address and password.,0,Dataset6000Req.xlsx
"User shall be able to delete an activity by selecting it on the canvas and clicking the ""Delete"" button on the user GUI.",0,Dataset6000Req.xlsx
"User shall be able to view a list of user profiles, so that they know who is attending the conference.",0,Dataset6000Req.xlsx
Workers shall be able to mark tasks as completed.,0,Dataset6000Req.xlsx
The system shall provide admin users with the ability to add or remove menu options for user roles.,0,Dataset6000Req.xlsx
Roles and authentication for users shall be provided by admin.,0,Dataset6000Req.xlsx
Admin shall communicate directly with facilities to keep them updated about website features.,0,Dataset6000Req.xlsx
System shall add details of money transfer to the company's event logs and database.,0,Dataset6000Req.xlsx
"User shall be prompted to sign in again and grant permissions if they do not provide access to their account details, ensuring the app has the necessary information.",0,Dataset6000Req.xlsx
"The system shall define data for monitoring digital wellbeing metrics (e.g., app usage, sleep patterns).",0,Dataset6000Req.xlsx
"Job listings shall be customizable to include company info, job type, category, requirements, wages, benefits, and an apply button.",0,Dataset6000Req.xlsx
Job Seeker registration shall allow the addition of CV as a Word file to the CV database.,0,Dataset6000Req.xlsx
"System shall display the search page as the first page once the user is logged in, enabling them to search for other users based on their preferences.",0,Dataset6000Req.xlsx
System shall be able to allow users to pan around the map view.,0,Dataset6000Req.xlsx
System shall check if the entered account exists in the database.,0,Dataset6000Req.xlsx
The top 1/4 of the table will hold events that are to occur sequentially.,0,Dataset6000Req.xlsx
All software modules shall be designed for easy debugging by allowing simulation of inputs and outputs.,1,Dataset6000Req.xlsx
The Tasks window shall display all current and upcoming tasks to the user.,0,Dataset6000Req.xlsx
Curators shall perform author and item authority control.,0,Dataset6000Req.xlsx
No inconsistency shall be introduced in the account during transactions affected by abnormal shutdowns.,1,Dataset6000Req.xlsx
"User shall experience smooth and efficient translation requests handling, even during concurrent usage, facilitated by effective concurrency control mechanisms.",1,Dataset6000Req.xlsx
User's session shall automatically redirect to the login page if it expires.,0,Dataset6000Req.xlsx
'Website must interface with the CyberSource API to process credit card transactions.',1,dataset_raw.csv
The system shall be able to operate seamlessly at its interfaces with hardware modules and software functionality.,1,Dataset6000Req.xlsx
Users shall be able to remove an assignment from their list of assignments.,0,Dataset6000Req.xlsx
Company shall have an easy-to-use website for step-by-step uploading or deleting of content.,1,Dataset6000Req.xlsx
System shall display a successful message after reading and storing the details in the database.,0,Dataset6000Req.xlsx
The users shall be able to add/edit/remove their own ideas.,0,Dataset6000Req.xlsx
The recycled parts audit report must be returned within 10 seconds.,1,Dataset6000Req.xlsx
User shall be able to exchange items with the seller in case of delivery of defective items and provide feedback.,0,Dataset6000Req.xlsx
Managers shall be able to delete tasks from the system.,0,Dataset6000Req.xlsx
'The Disputes System shall allow the user to create or initiate a chargeback request. The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.',0,dataset_raw.csv
The system shall provide a facility for guests to register with the system as a user and select their desired user role.,0,Dataset6000Req.xlsx
'The system shall offer the ability to pause and resume the refresh of data.',0,dataset_raw.csv
'All credit card information will be encrypted in the database.',1,dataset_raw.csv
"System shall include schema definition, data manipulation, transaction management, concurrency control, indexing, query optimization, backup and recovery, monitoring, and maintenance.",0,Dataset6000Req.xlsx
Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.,0,Dataset6000Req.xlsx
"System shall be able to print reports annually, weekly, and daily based on selected time frames.",0,Dataset6000Req.xlsx
"The system shall be accessible to individuals with disabilities and comply with accessibility standards (e.g., WCAG).",1,Dataset6000Req.xlsx
The user interface should prioritize simplicity and avoid cluttering with excessive information to enhance usability.,1,Dataset6000Req.xlsx
The system shall be performant and handle large datasets efficiently.,1,Dataset6000Req.xlsx
'A clinical lab section shall include the clinical site name the class instructor day and time of the lab.',0,dataset_raw.csv
'The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.',0,dataset_raw.csv
Developer shall determine the best way to load historical FPDS data since 2007 for comprehensive data integration.,1,Dataset6000Req.xlsx
System shall enable new users to register for a new ID to access the site.,0,Dataset6000Req.xlsx
"The system shall allow administrators to manage job advertisements (edit, delete).",0,Dataset6000Req.xlsx
"The server shall be capable of supporting an arbitrary number of active customer payments, that is, no payments shall be lost under any circumstances.",1,Dataset6000Req.xlsx
Interface must be consistent and intuitive across different web browsers.,0,Dataset6000Req.xlsx
User shall be able to view ongoing safe disposal events in their area.,0,Dataset6000Req.xlsx
All personnel using the system will be trained according to internal SOP AA-101.,0,Dataset6000Req.xlsx
System will display a message indicating that the bank account has been successfully added.,0,Dataset6000Req.xlsx
'Only registered realtors shall be able to access the system.',1,dataset_raw.csv
System shall output temperature limit exceeded status if temperature limit is exceeded.,0,Dataset6000Req.xlsx
User shall input current location for displaying today's Panchang.,0,Dataset6000Req.xlsx
Sensitive data will be encrypted before being sent over insecure connections like the internet.,1,Dataset6000Req.xlsx
The system shall identify potentially faulty sensor data based on a sensor-specific number of consecutive missed readings due to communication issues.,0,Dataset6000Req.xlsx
User shall be able to input data without experiencing delays.,1,Dataset6000Req.xlsx
"User shall be able to update their user profile, to connect with other Drupalists at BADCamp.",0,Dataset6000Req.xlsx
The MultiMahjongClient will automate the picking up of a tile from the wall if the user has no other option.,0,Dataset6000Req.xlsx
System shall ensure that each doctor is mapped to one and only one specialty.,1,Dataset6000Req.xlsx
The Memories shall provide cloud-based storage for a limited number of user-uploaded snaps.,0,Dataset6000Req.xlsx
A Platform Administrator shall have a view of all published datasets,0,Dataset6000Req.xlsx
"User shall accommodate a minimum of 10,000 records of clients in the database.",1,Dataset6000Req.xlsx
User shall have video conversations with others.,0,Dataset6000Req.xlsx
"The user interface shall be intuitive, user-friendly, and accessible to users with varying levels of technical expertise.",1,Dataset6000Req.xlsx
"When creating a new session, the session creator shall be able to set an open and close time and date.",0,Dataset6000Req.xlsx
The system shall be intuitive and self explanatory.,1,Dataset6000Req.xlsx
The system shall display the admin home page when an admin logs in.,0,Dataset6000Req.xlsx
'The system shall display the local and exercise time in separate clocks',0,dataset_raw.csv
The software part of the system shall be able to perform without total system restart due to internal failure between system maintenance windows.,1,Dataset6000Req.xlsx
System shall provide visual feedback in the form of infographics such as numbers and progress bars for profile changes.,0,Dataset6000Req.xlsx
Client shall reset forgotten password.,0,Dataset6000Req.xlsx
"The portal shall provide a repository of informative articles, FAQs, and health tips for patients.",0,Dataset6000Req.xlsx
JavaScript code includes error handling functionality to ensure a smooth user experience.,0,Dataset6000Req.xlsx
"SplitPay's user interface will prioritize usability and clarity, featuring a visually-appealing design and leveraging informative notifications and pop-ups to guide users in the future.",1,Dataset6000Req.xlsx
"User shall have the option to modify existing tickets, including parameters such as time, date, route, and availability.",0,Dataset6000Req.xlsx
Adobe Illustrator shall run smoothly and efficiently on a system that meets the 64-bit requirements.,1,Dataset6000Req.xlsx
System shall separate the interface from the implementation of a dataset type.,1,Dataset6000Req.xlsx
System shall be able to provide the status of their booking.,0,Dataset6000Req.xlsx
The estimator shall search for available recycled parts using damaged vehicle parts information.,0,Dataset6000Req.xlsx
The system shall be secure and protect user data.,1,Dataset6000Req.xlsx
All letter requests must adhere to formatting guidelines specified by the Print Letter Utility system.,0,Dataset6000Req.xlsx
Student and instructor shall be able to login with ID and password. (Level 0),0,Dataset6000Req.xlsx
FABS user shall have read-only access to DABS for reference and information retrieval purposes.,1,Dataset6000Req.xlsx
The system shall use SSL (Secure Socket Layer) for all transactions involving confidential passenger information and automatically log out customers after a period of inactivity.,1,Dataset6000Req.xlsx
"User shall be able to access customer services by selecting options like search for issue, chat, ask community, email, or call, and submitting the problem/issue.",0,Dataset6000Req.xlsx
The system shall be easily updatable for fixes and patches.,1,Dataset6000Req.xlsx
The system shall have redundant power supplies and backup generators to ensure uninterrupted service during power outages.,1,Dataset6000Req.xlsx
FABS user shall see correct status labels on the Submission Dashboard for quick submission history overview for better tracking and monitoring.,1,Dataset6000Req.xlsx
User shall be able to add a new (unique) specialty.,0,Dataset6000Req.xlsx
System shall facilitate easy customization of the Web interface graphics/colors.,1,Dataset6000Req.xlsx
User shall be able to apply licenses to datasets to protect intellectual property rights.,0,Dataset6000Req.xlsx
"The system shall conditionally display a launcher to the Student handbook-app on the main menu, only when the Dutch language is selected.",0,Dataset6000Req.xlsx
System shall be able to support a monitor with a minimum size of 14 inches and VGA resolution.,1,Dataset6000Req.xlsx
The user shall be able to select the Subject from a drop-down box for the class.,0,Dataset6000Req.xlsx
"User shall be able to create and maintain venues, to provide location details for events.",0,Dataset6000Req.xlsx
User shall be able to reset their password if they forgot it by following the password reset process.,0,Dataset6000Req.xlsx
A customer shall be able to drag a tip denomination into a bankcard payment or a cash payment.,0,Dataset6000Req.xlsx
"The server shall be capable of supporting an arbitrary number of surface computers, tablets and displays, that is, it shall provide no limit on how many devices are in the system.",1,Dataset6000Req.xlsx
A Data Publishing User shall have a functioning Python Client for bulk data uploads.,0,Dataset6000Req.xlsx
"User authentication shall be done via username and password, with permissions assigned according to user roles.",1,Dataset6000Req.xlsx
The system shall react to user input for routine activities in two seconds or less.,1,Dataset6000Req.xlsx
The system shall transfer users to a merchant website to specify bank details for the transaction.,0,Dataset6000Req.xlsx
"The system shall provide features for adjusting font size, background color, and text-to-speech functionality.",0,Dataset6000Req.xlsx
The TCS shall provide the system functionality necessary to upload a flight route plan and payload plan (if applicable) to the AV via the selected system data link as well as direct ground connection.,0,Dataset6000Req.xlsx
User shall log into their account by entering their user-id and password.,0,Dataset6000Req.xlsx
System shall adopt a flexible service-based architecture to support future expansion and scalability.,1,Dataset6000Req.xlsx
System shall be able to connect to power through an electrical outlet and support network connections via Ethernet port and serial port jack.,1,Dataset6000Req.xlsx
A user researcher shall begin drafting a research plan.,0,Dataset6000Req.xlsx
The system shall allow staff members to manage hearing calendars to track activities and deadlines.,0,Dataset6000Req.xlsx
There will be a designated phone number that users can send texts to.,0,Dataset6000Req.xlsx
The system shall allow visitors to download Scrum-related presentations and PDFs.,0,Dataset6000Req.xlsx
Broker user shall have updated error codes reflecting logic and providing sufficient information for fixing submissions for efficient troubleshooting.,1,Dataset6000Req.xlsx
'An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.',1,dataset_raw.csv
"System shall let customers register on the website as a ""pay as you go"" user in under 5 minutes.'",1,dataset_raw.csv
"An OK indicator, appearing green, shall signify the absence of any diagnostic conditions.",0,Dataset6000Req.xlsx
User shall commit all data storage for user variables to the database at the time of entry for reliability.,1,Dataset6000Req.xlsx
Waiting customers shall be serviced in a fair First-Come-First-Served (FCFS) manner.,0,Dataset6000Req.xlsx
"If a question is not understood by our API, the system will send a text containing an example question after the text with the API response.",0,Dataset6000Req.xlsx
All users of the system shall login using some form of unique identification.,1,Dataset6000Req.xlsx
"When in billing mode, a surface computer shall display a representation of tip denominations that may be dragged into a payment.",0,Dataset6000Req.xlsx
The system shall be compatible with various operating systems and file formats.,1,Dataset6000Req.xlsx
'The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications',1,dataset_raw.csv
User shall share a dataset type across multiple applications that include the dataset type's code in their artifacts.,0,Dataset6000Req.xlsx
"System shall ensure correctness in displaying blog details and content, preventing inaccuracies.",1,Dataset6000Req.xlsx
Users shall be able to log in only after receiving a confirmation email following verification of their restaurant owner application.,0,Dataset6000Req.xlsx
The automated diagnostic tool shall detect and identify certain performance and operational faults in chiller and cooling tower subsystems of HVAC units following specified algorithms.,1,Dataset6000Req.xlsx
User shall be able to complete matchmaking in less than 3 minutes.,1,Dataset6000Req.xlsx
'The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.',1,dataset_raw.csv
"The system shall allow to Submit applications with information, plans, and documents.",0,Dataset6000Req.xlsx
System shall provide a local authentication mechanism for user login.,0,Dataset6000Req.xlsx
"Administrator shall be able to view pending requests, approve or reject them, and send notifications to requesters upon approval.",0,Dataset6000Req.xlsx
'If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.',0,dataset_raw.csv
"While flying two MAE AVs Beyond Line Of Sight (BLOS), the TCS shall provide full control functionality of each AV.",0,Dataset6000Req.xlsx
"System shall ensure seamless integration with external tools and services, such as Twitter and Google Calendar.",1,Dataset6000Req.xlsx
"User shall be able to post queries, sell, or advertise products by entering personal information such as first name, last name, address, phone number, email, and password, and upon successful submission, receive replies and facilitate sales.",0,Dataset6000Req.xlsx
'Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.',1,dataset_raw.csv
User shall link their email account to their profile for password recovery.,0,Dataset6000Req.xlsx
'When the hit results in sinking a ship the product shall mark the ship as sunk on the defensive grid of the defensive player.',0,dataset_raw.csv
System shall be able to include a link back to the home page when displaying No results found.,0,Dataset6000Req.xlsx
The website shall be compatible with all browsers.,1,Dataset6000Req.xlsx
System shall generate persistent URLs for datasets to ensure easy future access.,1,Dataset6000Req.xlsx
"System shall send an ""account ok"" message to the ATM if the cash card, password, and account are valid.",0,Dataset6000Req.xlsx
The system shall allow members to send emails to other members through a contact form.,0,Dataset6000Req.xlsx
'The current repair facility ratings shall be displayed to the user.',0,dataset_raw.csv
Superuser shall reply to user questions to provide assistance.,0,Dataset6000Req.xlsx
"The Student menu allows the user to access profile entry, other details, and result entry.",0,Dataset6000Req.xlsx
'The product shall operate in offline mode whenever internet connection is unavailable.',1,dataset_raw.csv
The user shall have the option to sign up using their Facebook account.,0,Dataset6000Req.xlsx
A supervisor shall be able to abort/purge a table's account/meals from the active system with no expectation of payment.,0,Dataset6000Req.xlsx
Resumes will be hidden from specific companies.,0,Dataset6000Req.xlsx
'The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.',1,dataset_raw.csv
"The user can register attendance for the day by entering their Staff ID, name, and password and clicking the Register Attendance button.",0,Dataset6000Req.xlsx
The system shall provide redundant storage of all databases on automatic switchover computers to ensure reliability.,1,Dataset6000Req.xlsx
"VS Code shall not support application virtualization solutions (Microsoft App-V, MSIX for Windows, or third-party alternatives).",1,Dataset6000Req.xlsx
System shall change the resolution of the video and display it accordingly.,0,Dataset6000Req.xlsx
"The return process shall update the inventory system to reflect a decrease in the number of available medicines, ensuring accurate stock levels.",0,Dataset6000Req.xlsx
User shall have the option to log out by clicking on a logout button in the navigation bar.,0,Dataset6000Req.xlsx
'An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.',1,dataset_raw.csv
System shall utilize sessions for transactions to ensure data consistency.,1,Dataset6000Req.xlsx
"The system shall define what data can be entered, how it should be formatted, and any rules for validating the data.",0,Dataset6000Req.xlsx
User shall be able to select a topic from the search result list.,0,Dataset6000Req.xlsx
The system shall be scalable to accommodate a growing user base.,1,Dataset6000Req.xlsx
The system shall allow admins to invite users to join the platform.,0,Dataset6000Req.xlsx
The system shall allow camp administrators to create registration forms for staff and campers.,0,Dataset6000Req.xlsx
Edited task cannot be saved if the new name of it is empty.,0,Dataset6000Req.xlsx
System shall be able to show the route planned by the navigator in the map view.,0,Dataset6000Req.xlsx
The Exit menu allows the user to confirm whether they want to continue using the application or exit.,0,Dataset6000Req.xlsx
The system should run on a good working PC that meets the hardware interface requirements specified in the system documentation.,1,Dataset6000Req.xlsx
"The system shall work on a client-server architecture and require an internet server capable of running PHP applications, supporting commonly used browsers like Internet Explorer.",0,Dataset6000Req.xlsx
Administrators shall create deposit groups.,0,Dataset6000Req.xlsx
The product shall comply with corporate color scheme.,1,Dataset6000Req.xlsx
System shall be able to send newsletters regarding promotions.,0,Dataset6000Req.xlsx
"The system shall allow public users to search for information on properties, county services, processes, and general information.",0,Dataset6000Req.xlsx
System shall support multilingual capabilities for diverse user needs.,1,Dataset6000Req.xlsx
New features can be added to the passport management system.,1,Dataset6000Req.xlsx
'The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group prior to implementation. The remaining 5% will be corrected and approved within one month of product release.',1,dataset_raw.csv
The system shall be able to handle requests for case information and actions from any authorized user.,0,Dataset6000Req.xlsx
The BE system shall be able to ensure the secure delivery of all internal messages.,0,Dataset6000Req.xlsx
Reliability of the system depends on the reliability of its separate components.,1,Dataset6000Req.xlsx
"User can create profiles with health worker information, attaching usernames for identification, and supporting multiple users on a single device.",0,Dataset6000Req.xlsx
The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.,1,Dataset6000Req.xlsx
Quitting will end the game immediately.,0,Dataset6000Req.xlsx
"User shall have the option to attach files to emails, with a file size limit of 25 MB.",0,Dataset6000Req.xlsx
"User shall be able to manage the user portfolio, providing access to new users and deleting inactive employees.",0,Dataset6000Req.xlsx
Users shall sell their stocks for successful trade.,0,Dataset6000Req.xlsx
The system shall allow exporting transcripts as HTML files.,0,Dataset6000Req.xlsx
The system shall implement anonymization and aggregation techniques to securely share route information.,1,Dataset6000Req.xlsx
The platform shall experience minimal to no buffering during video playback.,1,Dataset6000Req.xlsx
System shall allow selecting the to-location from the search results obtained based on requirements UCAR215 and UCAR216 (presumably for building and POI searches).,0,Dataset6000Req.xlsx
The system shall allow users to provide feedback on their experiences and suggestions.,0,Dataset6000Req.xlsx
System shall validate the entered credentials in the database.,0,Dataset6000Req.xlsx
System shall support efficient filtering and management of trainee information for admins.,1,Dataset6000Req.xlsx
"Admins shall manage restaurant details, ratings, and reviews.",0,Dataset6000Req.xlsx
"For the system to be stable, the container and its underlying operating system shall be stable.",1,Dataset6000Req.xlsx
'If the shot was marked as a miss the product shall change the status of the offensive player to defensive',0,dataset_raw.csv
'Defect reports will be available to technical units on a 24x7 basis.',1,dataset_raw.csv
"All error messages produced by the System must be meaningful, so that they can be appropriately acted upon by the users who are likely to see them.",1,Dataset6000Req.xlsx
"The system shall leverage a Content Delivery Network (CDN) (e.g., AWS Cloudfront or Akamai CDN) to deliver videos with low latency.",1,Dataset6000Req.xlsx
Crafty kids corner shall include a rating system allowing users to rate projects based on their experience.,0,Dataset6000Req.xlsx
User shall connect the device to a network to use the application.,0,Dataset6000Req.xlsx
"In case of hardware failure or database corruption, the system shall display a replacement page and retrieve backups from the server.",1,Dataset6000Req.xlsx
'Clinical site information shall include (but not be limited to) the name of the site contact person and contact information.',0,dataset_raw.csv
The system shall provide automatic reply to the sender of the request through the use of a standard interface to the Members systems,0,Dataset6000Req.xlsx
SwRI shall provide APAF system maintenance.,1,Dataset6000Req.xlsx
"System shall implement security measures such as encryption protocols, sandboxing, and protection against malware.",1,Dataset6000Req.xlsx
The system shall be highly available with minimal downtime for maintenance.,1,Dataset6000Req.xlsx
"The system shall provide screens to view tracked metrics, set goals, and configure monitoring settings.",0,Dataset6000Req.xlsx
The system shall complete the cloning process within a reasonable timeframe (define reasonable timeframe).,1,Dataset6000Req.xlsx
System shall implement standard web security measures.,1,Dataset6000Req.xlsx
A Data Consuming User shall be able to change currency display.,0,Dataset6000Req.xlsx
User shall be able to select the support type.,0,Dataset6000Req.xlsx
FABS user shall have submission errors accurately represent FABS errors.,0,Dataset6000Req.xlsx
User shall be able to zoom into visual content.,0,Dataset6000Req.xlsx
The system shall support content delivery networks (CDNs) to distribute content efficiently across different geographic locations.,1,Dataset6000Req.xlsx
System shall allow users to limit access to cases to specified users or user groups.,1,Dataset6000Req.xlsx
'Washing parameters will be updated during scheduled maintenance hours.',1,dataset_raw.csv
'The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.',1,dataset_raw.csv
System shall ensure usability by providing an intuitive user interface for easy navigation and functionality.,1,Dataset6000Req.xlsx
Audit trail functionality must be activated without manual intervention.,1,Dataset6000Req.xlsx
System shall be able to implement robust security measures for the central system and associated software to ensure security.,0,Dataset6000Req.xlsx
The system should be responsive and handle edits and playback smoothly.,1,Dataset6000Req.xlsx
The system shall group similar whale calls.,0,Dataset6000Req.xlsx
System shall provide a book listing with all necessary columns and transaction details for both users and administrators.,0,Dataset6000Req.xlsx
The system shall allow users to customize data packaging wizards for specific data types.,0,Dataset6000Req.xlsx
System shall be able to utilize Geolocation scripts to determine the user's location.,0,Dataset6000Req.xlsx
User shall not be able to register multiple times on the system.,1,Dataset6000Req.xlsx
System shall send OTP to the user's mobile and email.,0,Dataset6000Req.xlsx
System shall ensure seamless integration with external tools and services.,1,Dataset6000Req.xlsx
The system shall display the created pin on the dashboard.,0,Dataset6000Req.xlsx
User shall be able to browse product categories and see the number of items in each category.,0,Dataset6000Req.xlsx
The system shall allow modification of the display.,0,Dataset6000Req.xlsx
"The server shall have a supported version of a common Linux distribution (Ubuntu 18.04 LTS, Ubuntu 20.04 LTS, Ubuntu 22.04 LTS, Ubuntu 22.10, CentOS, Debian, or RHEL).",0,Dataset6000Req.xlsx
Memory system shall be non-volatile to maintain data reliability.,1,Dataset6000Req.xlsx
"The TCS shall provide the capability to enter AV preset limits which, as a minimum, will include airspeed limits, altitude limits, and fuel limits.",0,Dataset6000Req.xlsx
"The operator shall be able to manually override any automatic data terminal control mode selection if desired, except during Emission Control (EMCON) and Hazards ofelectromagnetic Radiation to Ordnance (HERO) conditions.",0,Dataset6000Req.xlsx
"The BE shall be able to handle lag sets up to a maximum size of 262,144 values",1,Dataset6000Req.xlsx
The system shall allow publishers to permanently delete data packages.,0,Dataset6000Req.xlsx
System shall be able to grant access to the user's dashboard upon successful authentication.,0,Dataset6000Req.xlsx
"The system shall include measures of service quality, such as ease of booking, hassle-free check-in, efficient ticketing staff, regular announcements during flight delays, on-time performance, in-flight experience, baggage handling, and value for money.",0,Dataset6000Req.xlsx
System shall back up data every night and restore backups daily to ensure completeness and correctness.,1,Dataset6000Req.xlsx
User shall be able to log in to the system by entering their username/email and password.,0,Dataset6000Req.xlsx
System shall perform the transaction by sending a request to the bank computer and waiting for a response.,0,Dataset6000Req.xlsx
The system shall validate email address existence.,1,Dataset6000Req.xlsx
The system shall allow curators to configure deposit forms specific to collections.,0,Dataset6000Req.xlsx
User shall be able to add/remove products in the shopping cart.,0,Dataset6000Req.xlsx
Employees shall be able to maintain daily logs.,0,Dataset6000Req.xlsx
The system shall allow initiating a two-minute countdown timer visible to all participants.,0,Dataset6000Req.xlsx
The user shall be able to mention the building name for the class.,0,Dataset6000Req.xlsx
System shall provide the administrator with access to view all employee details and manage the site.,0,Dataset6000Req.xlsx
The system shall allow administrators to delete existing user accounts.,0,Dataset6000Req.xlsx
"System shall ensure that each patient consultation request generates one prescription, mapped to one and only one consultation request.",1,Dataset6000Req.xlsx
"Website should be multi-platform, capable of running on different operating systems.",1,Dataset6000Req.xlsx
1.1.1.1 The system shall allow user to specify custom meeting locations.,0,Dataset6000Req.xlsx
User shall/will be able to view their transaction history and available balance.,0,Dataset6000Req.xlsx
The system shall deliver data from its originator to its destination with an acceptable residual error rate to ensure non-corruption of transferred data.,1,Dataset6000Req.xlsx
The system shall allow administrators to approve/reject applications for Certified Scrum Practitioner (CSP) and Certified Scrum Trainer (CST) status.,0,Dataset6000Req.xlsx
"User shall be able to sign up and validate credentials, leading to access to the Snap camera screen.",0,Dataset6000Req.xlsx
The system shall allow logging in using account credentials.,0,Dataset6000Req.xlsx
Crafty kids corner shall have the ability to accommodate increasing numbers of users as the website grows in popularity.,1,Dataset6000Req.xlsx
Astrologers shall sign up by providing personal and skill details and completing an assignment.,0,Dataset6000Req.xlsx
"The system shall support concurrent users, enabling multiple users to access information simultaneously with efficient and quick display time changes.",1,Dataset6000Req.xlsx
The system shall be interoperable with any HTML browser.,1,Dataset6000Req.xlsx
The customer shall be able to easily integrate new building maps with the product throughout the product's lifecycle. Integration of new maps with the product shall be possible with little to no support from product support staff.',1,dataset_raw.csv
